,sensors.pm25,sensors.pm10,sensors.temperature,sensors.gas,sensors.humidity,sensors.pressure,sensors.classification
0,0.6610933119743693,0.6669502552297067,0.6598115976119269,0.3487441346950042,0.6247839869992532,0.8621790268934362,1.0
1,0.3906688025630757,0.25643078770893807,0.6599012063577404,0.3329806483270464,0.6311789581653596,0.8624572762129805,1.0
2,0.3906688025630757,0.25643078770893807,0.6599236085441939,0.3211273652896618,0.6284594763139887,0.862626337586363,1.0
3,0.3906688025630757,0.25643078770893807,0.6597779943322467,0.29170116846076,0.6292681870919467,0.8627744892004134,1.0
4,0.3906688025630757,0.25643078770893807,0.6595763746541662,0.2814886374091453,0.6264029045427865,0.862712250759115,1.0
5,0.3906688025630757,0.25643078770893807,0.6590387221792847,0.26834728739227776,0.628687246809993,0.8630061757165048,1.0
6,0.3906688025630757,0.25643078770893807,0.6584002598653628,0.2558959732572761,0.6392762603415277,0.8632822300076413,1.0
7,0.3906688025630757,0.25643078770893807,0.6573361560088263,0.2408685251633085,0.6463185952363911,0.8635565622103645,1.0
8,0.3906688025630757,0.25643078770893807,0.655824008423222,0.22623976446775232,0.6618410930812731,0.8635009080078362,1.0
9,0.3906688025630757,0.25643078770893807,0.6540542356934035,0.2118870181249425,0.6606543217754323,0.8635970520737839,1.0
10,0.3906688025630757,0.25643078770893807,0.6525308870145724,0.19794829331125222,0.6571521062508033,0.8636690039457324,1.0
11,0.3906688025630757,0.25643078770893807,0.6511195492680083,0.18223080933541877,0.6566696498443921,0.863684123662189,1.0
12,0.49659591509811774,0.43048743869482536,0.6498874290130715,0.1656239457785138,0.6551014267290959,0.8638046552514016,1.0
13,0.49659591509811774,0.43048743869482536,0.6487561185971752,0.15220658140889992,0.6682024637178484,0.863836920688076,1.0
14,0.49659591509811774,0.43048743869482536,0.6477256180203187,0.13461833348667465,0.6799729924612318,0.8637544111022386,1.0
15,0.49659591509811774,0.43048743869482536,0.6464598944857017,0.1095776980402981,0.6768801574524627,0.8637539482056251,1.0
16,0.49659591509811774,0.43048743869482536,0.6454405950020722,0.09418223080933541,0.6593938918941301,0.8635967621443186,1.0
17,0.49659591509811774,0.43048743869482536,0.644589311916843,0.07963014076731989,0.665930938809638,0.863433999224192,1.0
18,0.49659591509811774,0.43048743869482536,0.6439284474164678,0.06421933940564908,0.6579474929749171,0.8634611846837785,1.0
