sensor1.id,sensor1.carId,sensor1.carLocation,sensor1.timeValue,sensor1.pm25,sensor1.pm10,sensor1.tags,sensor1.classification
304,VP-35-44,41.5608 -8.3968,2020-11-21 13:20:15,6.8,11.6,"Não existência de fumo, vidros fechados, AC desligado",0
303,VP-35-44,41.5608 -8.3968,2020-11-21 13:20:04,6.8,11.6,"Não existência de fumo, vidros fechados, AC desligado",0
302,VP-35-44,41.5608 -8.3968,2020-11-21 13:19:54,6.8,11.6,"Não existência de fumo, vidros fechados, AC desligado",0
301,VP-35-44,41.5608 -8.3968,2020-11-21 13:19:43,7.2,10.9,"Não existência de fumo, vidros fechados, AC desligado",0
300,VP-35-44,41.5608 -8.3968,2020-11-21 13:19:32,7.2,10.9,"Não existência de fumo, vidros fechados, AC desligado",0
299,VP-35-44,41.5608 -8.3968,2020-11-21 13:19:22,7.2,10.9,"Não existência de fumo, vidros fechados, AC desligado",0
298,VP-35-44,41.5608 -8.3968,2020-11-21 13:19:10,7.2,10.9,"Não existência de fumo, vidros fechados, AC desligado",0
297,VP-35-44,41.5608 -8.3968,2020-11-21 13:18:58,7.2,10.9,"Não existência de fumo, vidros fechados, AC desligado",0
296,VP-35-44,41.5608 -8.3968,2020-11-21 13:18:47,6.8,11.5,"Não existência de fumo, vidros fechados, AC desligado",0
295,VP-35-44,41.5608 -8.3968,2020-11-21 13:18:36,6.8,11.5,"Não existência de fumo, vidros fechados, AC desligado",0
294,VP-35-44,41.5608 -8.3968,2020-11-21 13:18:26,6.8,11.5,"Não existência de fumo, vidros fechados, AC desligado",0
293,VP-35-44,41.5608 -8.3968,2020-11-21 13:18:15,6.8,11.5,"Não existência de fumo, vidros fechados, AC desligado",0
292,VP-35-44,41.5608 -8.3968,2020-11-21 13:18:03,6.8,11.5,"Não existência de fumo, vidros fechados, AC desligado",0
291,VP-35-44,41.5608 -8.3968,2020-11-21 13:17:52,6.7,11.1,"Não existência de fumo, vidros fechados, AC desligado",0
290,VP-35-44,41.5608 -8.3968,2020-11-21 13:17:40,6.7,11.1,"Não existência de fumo, vidros fechados, AC desligado",0
289,VP-35-44,41.5608 -8.3968,2020-11-21 13:17:29,6.7,11.1,"Não existência de fumo, vidros fechados, AC desligado",0
288,VP-35-44,41.5608 -8.3968,2020-11-21 13:17:18,6.7,11.1,"Não existência de fumo, vidros fechados, AC desligado",0
287,VP-35-44,41.5608 -8.3968,2020-11-21 13:17:07,6.7,11.1,"Não existência de fumo, vidros fechados, AC desligado",0
286,VP-35-44,41.5608 -8.3968,2020-11-21 13:16:57,6.7,11.1,"Não existência de fumo, vidros fechados, AC desligado",0
285,VP-35-44,41.5608 -8.3968,2020-11-21 13:16:45,6.8,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
284,VP-35-44,41.5608 -8.3968,2020-11-21 13:16:34,6.8,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
283,VP-35-44,41.5608 -8.3968,2020-11-21 13:16:23,6.8,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
282,VP-35-44,41.5608 -8.3968,2020-11-21 13:16:11,6.8,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
281,VP-35-44,41.5608 -8.3968,2020-11-21 13:16:01,6.8,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
280,VP-35-44,41.5608 -8.3968,2020-11-21 13:15:50,6.9,11.2,"Não existência de fumo, vidros fechados, AC desligado",0
279,VP-35-44,41.5608 -8.3968,2020-11-21 13:15:38,6.9,11.2,"Não existência de fumo, vidros fechados, AC desligado",0
278,VP-35-44,41.5608 -8.3968,2020-11-21 13:15:27,6.9,11.2,"Não existência de fumo, vidros fechados, AC desligado",0
277,VP-35-44,41.5608 -8.3968,2020-11-21 13:15:16,6.9,11.2,"Não existência de fumo, vidros fechados, AC desligado",0
276,VP-35-44,41.5608 -8.3968,2020-11-21 13:15:04,6.9,11.2,"Não existência de fumo, vidros fechados, AC desligado",0
275,VP-35-44,41.5608 -8.3968,2020-11-21 13:14:52,7.2,11.6,"Não existência de fumo, vidros fechados, AC desligado",0
274,VP-35-44,41.5608 -8.3968,2020-11-21 13:14:42,7.2,11.6,"Não existência de fumo, vidros fechados, AC desligado",0
273,VP-35-44,41.5608 -8.3968,2020-11-21 13:14:30,7.2,11.6,"Não existência de fumo, vidros fechados, AC desligado",0
272,VP-35-44,41.5608 -8.3968,2020-11-21 13:14:19,7.2,11.6,"Não existência de fumo, vidros fechados, AC desligado",0
271,VP-35-44,41.5608 -8.3968,2020-11-21 13:14:08,7.2,11.6,"Não existência de fumo, vidros fechados, AC desligado",0
270,VP-35-44,41.5608 -8.3968,2020-11-21 13:13:57,7.2,11.6,"Não existência de fumo, vidros fechados, AC desligado",0
269,VP-35-44,41.5608 -8.3968,2020-11-21 13:13:46,7.3,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
268,VP-35-44,41.5608 -8.3968,2020-11-21 13:13:35,7.3,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
267,VP-35-44,41.5608 -8.3968,2020-11-21 13:13:24,7.3,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
266,VP-35-44,41.5608 -8.3968,2020-11-21 13:13:12,7.3,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
265,VP-35-44,41.5608 -8.3968,2020-11-21 13:13:01,7.3,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
264,VP-35-44,41.5608 -8.3968,2020-11-21 13:12:49,7.2,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
263,VP-35-44,41.5608 -8.3968,2020-11-21 13:12:38,7.2,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
262,VP-35-44,41.5608 -8.3968,2020-11-21 13:12:27,7.2,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
261,VP-35-44,41.5608 -8.3968,2020-11-21 13:12:16,7.2,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
260,VP-35-44,41.5608 -8.3968,2020-11-21 13:12:05,7.2,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
259,VP-35-44,41.5608 -8.3968,2020-11-21 13:11:54,7.2,11.7,"Não existência de fumo, vidros fechados, AC desligado",0
258,VP-35-44,41.5608 -8.3968,2020-11-21 13:11:44,7.3,13.0,"Não existência de fumo, vidros fechados, AC desligado",0
257,VP-35-44,41.5608 -8.3968,2020-11-21 13:11:33,7.3,13.0,"Não existência de fumo, vidros fechados, AC desligado",0
256,VP-35-44,41.5608 -8.3968,2020-11-21 13:11:22,7.3,13.0,"Não existência de fumo, vidros fechados, AC desligado",0
255,VP-35-44,41.5608 -8.3968,2020-11-21 13:11:11,7.3,13.0,"Não existência de fumo, vidros fechados, AC desligado",0
254,VP-35-44,41.5608 -8.3968,2020-11-21 13:11:00,7.3,13.0,"Não existência de fumo, vidros fechados, AC desligado",0
253,VP-35-44,41.5608 -8.3968,2020-11-21 13:10:50,7.6,12.4,"Não existência de fumo, vidros fechados, AC desligado",0
252,VP-35-44,41.5608 -8.3968,2020-11-21 13:10:39,7.6,12.4,"Não existência de fumo, vidros fechados, AC desligado",0
251,VP-35-44,41.5608 -8.3968,2020-11-21 13:10:28,7.6,12.4,"Não existência de fumo, vidros fechados, AC desligado",0
250,VP-35-44,41.5608 -8.3968,2020-11-21 13:10:18,7.6,12.4,"Não existência de fumo, vidros fechados, AC desligado",0
249,VP-35-44,41.5608 -8.3968,2020-11-21 13:10:07,7.6,12.4,"Não existência de fumo, vidros fechados, AC desligado",0
248,VP-35-44,41.5608 -8.3968,2020-11-21 13:09:56,7.6,12.4,"Não existência de fumo, vidros fechados, AC desligado",0
247,VP-35-44,41.5608 -8.3968,2020-11-21 13:09:45,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
246,VP-35-44,41.5608 -8.3968,2020-11-21 13:09:35,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
245,VP-35-44,41.5608 -8.3968,2020-11-21 13:09:24,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
244,VP-35-44,41.5608 -8.3968,2020-11-21 13:09:12,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
243,VP-35-44,41.5608 -8.3968,2020-11-21 13:09:02,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
242,VP-35-44,41.5608 -8.3968,2020-11-21 13:08:51,7.5,12.9,"Não existência de fumo, vidros fechados, AC desligado",0
241,VP-35-44,41.5608 -8.3968,2020-11-21 13:08:40,7.5,12.9,"Não existência de fumo, vidros fechados, AC desligado",0
240,VP-35-44,41.5608 -8.3968,2020-11-21 13:08:28,7.5,12.9,"Não existência de fumo, vidros fechados, AC desligado",0
239,VP-35-44,41.5608 -8.3968,2020-11-21 13:08:17,7.5,12.9,"Não existência de fumo, vidros fechados, AC desligado",0
238,VP-35-44,41.5608 -8.3968,2020-11-21 13:08:06,7.5,12.9,"Não existência de fumo, vidros fechados, AC desligado",0
237,VP-35-44,41.5608 -8.3968,2020-11-21 13:07:55,7.5,12.9,"Não existência de fumo, vidros fechados, AC desligado",0
236,VP-35-44,41.5608 -8.3968,2020-11-21 13:07:44,7.5,12.7,"Não existência de fumo, vidros fechados, AC desligado",0
235,VP-35-44,41.5608 -8.3968,2020-11-21 13:07:33,7.5,12.7,"Não existência de fumo, vidros fechados, AC desligado",0
234,VP-35-44,41.5608 -8.3968,2020-11-21 13:07:23,7.5,12.7,"Não existência de fumo, vidros fechados, AC desligado",0
233,VP-35-44,41.5608 -8.3968,2020-11-21 13:07:12,7.5,12.7,"Não existência de fumo, vidros fechados, AC desligado",0
232,VP-35-44,41.5608 -8.3968,2020-11-21 13:07:01,7.5,12.7,"Não existência de fumo, vidros fechados, AC desligado",0
231,VP-35-44,41.5608 -8.3968,2020-11-21 13:06:50,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
230,VP-35-44,41.5608 -8.3968,2020-11-21 13:06:39,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
229,VP-35-44,41.5608 -8.3968,2020-11-21 13:06:29,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
228,VP-35-44,41.5608 -8.3968,2020-11-21 13:06:18,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
227,VP-35-44,41.5608 -8.3968,2020-11-21 13:06:07,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
226,VP-35-44,41.5608 -8.3968,2020-11-21 13:05:56,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
225,VP-35-44,41.5608 -8.3968,2020-11-21 13:05:46,7.8,13.5,"Não existência de fumo, vidros fechados, AC desligado",0
224,VP-35-44,41.5608 -8.3968,2020-11-21 13:05:35,7.8,13.5,"Não existência de fumo, vidros fechados, AC desligado",0
223,VP-35-44,41.5608 -8.3968,2020-11-21 13:05:24,7.8,13.5,"Não existência de fumo, vidros fechados, AC desligado",0
222,VP-35-44,41.5608 -8.3968,2020-11-21 13:05:12,7.8,13.5,"Não existência de fumo, vidros fechados, AC desligado",0
221,VP-35-44,41.5608 -8.3968,2020-11-21 13:05:01,7.8,13.5,"Não existência de fumo, vidros fechados, AC desligado",0
220,VP-35-44,41.5608 -8.3968,2020-11-21 13:04:50,7.8,13.4,"Não existência de fumo, vidros fechados, AC desligado",0
219,VP-35-44,41.5608 -8.3968,2020-11-21 13:04:38,7.8,13.4,"Não existência de fumo, vidros fechados, AC desligado",0
218,VP-35-44,41.5608 -8.3968,2020-11-21 13:04:26,7.8,13.4,"Não existência de fumo, vidros fechados, AC desligado",0
217,VP-35-44,41.5608 -8.3968,2020-11-21 13:04:15,7.8,13.4,"Não existência de fumo, vidros fechados, AC desligado",0
216,VP-35-44,41.5608 -8.3968,2020-11-21 13:04:04,7.8,13.4,"Não existência de fumo, vidros fechados, AC desligado",0
215,VP-35-44,41.5608 -8.3968,2020-11-21 13:03:53,7.8,13.4,"Não existência de fumo, vidros fechados, AC desligado",0
214,VP-35-44,41.5608 -8.3968,2020-11-21 13:03:42,8.1,13.2,"Não existência de fumo, vidros fechados, AC desligado",0
213,VP-35-44,41.5608 -8.3968,2020-11-21 13:03:31,8.1,13.2,"Não existência de fumo, vidros fechados, AC desligado",0
212,VP-35-44,41.5608 -8.3968,2020-11-21 13:03:19,8.1,13.2,"Não existência de fumo, vidros fechados, AC desligado",0
211,VP-35-44,41.5608 -8.3968,2020-11-21 13:03:08,8.1,13.2,"Não existência de fumo, vidros fechados, AC desligado",0
210,VP-35-44,41.5608 -8.3968,2020-11-21 13:02:57,8.1,13.2,"Não existência de fumo, vidros fechados, AC desligado",0
209,VP-35-44,41.5608 -8.3968,2020-11-21 13:02:46,7.5,12.9,"Não existência de fumo, vidros fechados, AC desligado",0
208,VP-35-44,41.5608 -8.3968,2020-11-21 13:02:36,7.5,12.9,"Não existência de fumo, vidros fechados, AC desligado",0
207,VP-35-44,41.5608 -8.3968,2020-11-21 13:02:25,7.5,12.9,"Não existência de fumo, vidros fechados, AC desligado",0
206,VP-35-44,41.5608 -8.3968,2020-11-21 13:02:14,7.5,12.9,"Não existência de fumo, vidros fechados, AC desligado",0
205,VP-35-44,41.5608 -8.3968,2020-11-21 13:02:03,7.5,12.9,"Não existência de fumo, vidros fechados, AC desligado",0
204,VP-35-44,41.5608 -8.3968,2020-11-21 13:01:52,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
203,VP-35-44,41.5608 -8.3968,2020-11-21 13:01:41,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
202,VP-35-44,41.5608 -8.3968,2020-11-21 13:01:30,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
201,VP-35-44,41.5608 -8.3968,2020-11-21 13:01:19,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
200,VP-35-44,41.5608 -8.3968,2020-11-21 13:01:08,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
199,VP-35-44,41.5608 -8.3968,2020-11-21 13:00:57,7.5,12.0,"Não existência de fumo, vidros fechados, AC desligado",0
198,VP-35-44,41.5608 -8.3968,2020-11-21 13:00:47,8.5,13.9,"Não existência de fumo, vidros fechados, AC desligado",0
197,VP-35-44,41.5608 -8.3968,2020-11-21 13:00:36,8.5,13.9,"Não existência de fumo, vidros fechados, AC desligado",0
196,VP-35-44,41.5608 -8.3968,2020-11-21 13:00:25,8.5,13.9,"Não existência de fumo, vidros fechados, AC desligado",0
195,VP-35-44,41.5608 -8.3968,2020-11-21 13:00:14,8.5,13.9,"Não existência de fumo, vidros fechados, AC desligado",0
194,VP-35-44,41.5608 -8.3968,2020-11-21 13:00:04,8.5,13.9,"Não existência de fumo, vidros fechados, AC desligado",0
193,VP-35-44,41.5608 -8.3968,2020-11-21 12:59:52,8.1,14.1,"Não existência de fumo, vidros fechados, AC desligado",0
192,VP-35-44,41.5608 -8.3968,2020-11-21 12:59:41,8.1,14.1,"Não existência de fumo, vidros fechados, AC desligado",0
191,VP-35-44,41.5608 -8.3968,2020-11-21 12:59:30,8.1,14.1,"Não existência de fumo, vidros fechados, AC desligado",0
190,VP-35-44,41.5608 -8.3968,2020-11-21 12:59:19,8.1,14.1,"Não existência de fumo, vidros fechados, AC desligado",0
189,VP-35-44,41.5608 -8.3968,2020-11-21 12:59:08,8.1,14.1,"Não existência de fumo, vidros fechados, AC desligado",0
188,VP-35-44,41.5608 -8.3968,2020-11-21 12:58:58,8.1,14.1,"Não existência de fumo, vidros fechados, AC desligado",0
187,VP-35-44,41.5608 -8.3968,2020-11-21 12:58:46,8.1,13.5,"Não existência de fumo, vidros fechados, AC desligado",0
186,VP-35-44,41.5608 -8.3968,2020-11-21 12:58:35,8.1,13.5,"Não existência de fumo, vidros fechados, AC desligado",0
185,VP-35-44,41.5608 -8.3968,2020-11-21 12:58:24,8.1,13.5,"Não existência de fumo, vidros fechados, AC desligado",0
184,VP-35-44,41.5608 -8.3968,2020-11-21 12:58:12,8.1,13.5,"Não existência de fumo, vidros fechados, AC desligado",0
183,VP-35-44,41.5608 -8.3968,2020-11-21 12:58:01,8.1,13.5,"Não existência de fumo, vidros fechados, AC desligado",0
182,VP-35-44,41.5608 -8.3968,2020-11-21 12:57:49,8.3,14.6,"Não existência de fumo, vidros fechados, AC desligado",0
181,VP-35-44,41.5608 -8.3968,2020-11-21 12:57:37,8.3,14.6,"Não existência de fumo, vidros fechados, AC desligado",0
180,VP-35-44,41.5608 -8.3968,2020-11-21 12:57:26,8.3,14.6,"Não existência de fumo, vidros fechados, AC desligado",0
179,VP-35-44,41.5608 -8.3968,2020-11-21 12:57:15,8.3,14.6,"Não existência de fumo, vidros fechados, AC desligado",0
178,VP-35-44,41.5608 -8.3968,2020-11-21 12:57:04,8.3,14.6,"Não existência de fumo, vidros fechados, AC desligado",0
177,VP-35-44,41.5608 -8.3968,2020-11-21 12:56:54,8.3,14.6,"Não existência de fumo, vidros fechados, AC desligado",0
176,VP-35-44,41.5608 -8.3968,2020-11-21 12:56:43,8.3,13.6,"Não existência de fumo, vidros fechados, AC desligado",0
175,VP-35-44,41.5608 -8.3968,2020-11-21 12:56:32,8.3,13.6,"Não existência de fumo, vidros fechados, AC desligado",0
174,VP-35-44,41.5608 -8.3968,2020-11-21 12:56:21,8.3,13.6,"Não existência de fumo, vidros fechados, AC desligado",0
173,VP-35-44,41.5608 -8.3968,2020-11-21 12:56:10,8.3,13.6,"Não existência de fumo, vidros fechados, AC desligado",0
172,VP-35-44,41.5608 -8.3968,2020-11-21 12:56:00,8.3,13.6,"Não existência de fumo, vidros fechados, AC desligado",0
171,VP-35-44,41.5608 -8.3968,2020-11-21 12:55:49,8.1,13.7,"Não existência de fumo, vidros fechados, AC desligado",0
170,VP-35-44,41.5608 -8.3968,2020-11-21 12:55:38,8.1,13.7,"Não existência de fumo, vidros fechados, AC desligado",0
169,VP-35-44,41.5608 -8.3968,2020-11-21 12:55:27,8.1,13.7,"Não existência de fumo, vidros fechados, AC desligado",0
168,VP-35-44,41.5608 -8.3968,2020-11-21 12:55:17,8.1,13.7,"Não existência de fumo, vidros fechados, AC desligado",0
167,VP-35-44,41.5608 -8.3968,2020-11-21 12:55:06,8.1,13.7,"Não existência de fumo, vidros fechados, AC desligado",0
166,VP-35-44,41.5608 -8.3968,2020-11-21 12:54:55,8.1,13.7,"Não existência de fumo, vidros fechados, AC desligado",0
165,VP-35-44,41.5608 -8.3968,2020-11-21 12:54:45,8.8,14.9,"Não existência de fumo, vidros fechados, AC desligado",0
164,VP-35-44,41.5608 -8.3968,2020-11-21 12:54:34,8.8,14.9,"Não existência de fumo, vidros fechados, AC desligado",0
163,VP-35-44,41.5608 -8.3968,2020-11-21 12:54:23,8.8,14.9,"Não existência de fumo, vidros fechados, AC desligado",0
162,VP-35-44,41.5608 -8.3968,2020-11-21 12:54:12,8.8,14.9,"Não existência de fumo, vidros fechados, AC desligado",0
161,VP-35-44,41.5608 -8.3968,2020-11-21 12:54:02,8.8,14.9,"Não existência de fumo, vidros fechados, AC desligado",0
160,VP-35-44,41.5608 -8.3968,2020-11-21 12:53:51,8.6,14.0,"Não existência de fumo, vidros fechados, AC desligado",0
159,VP-35-44,41.5608 -8.3968,2020-11-21 12:53:40,8.6,14.0,"Não existência de fumo, vidros fechados, AC desligado",0
158,VP-35-44,41.5608 -8.3968,2020-11-21 12:53:30,8.6,14.0,"Não existência de fumo, vidros fechados, AC desligado",0
157,VP-35-44,41.5608 -8.3968,2020-11-21 12:53:19,8.6,14.0,"Não existência de fumo, vidros fechados, AC desligado",0
156,VP-35-44,41.5608 -8.3968,2020-11-21 12:53:08,8.6,14.0,"Não existência de fumo, vidros fechados, AC desligado",0
155,VP-35-44,41.5608 -8.3968,2020-11-21 12:52:57,8.6,14.0,"Não existência de fumo, vidros fechados, AC desligado",0
154,VP-35-44,41.5608 -8.3968,2020-11-21 12:52:46,8.7,14.0,"Não existência de fumo, vidros fechados, AC desligado",0
153,VP-35-44,41.5608 -8.3968,2020-11-21 12:52:36,8.7,14.0,"Não existência de fumo, vidros fechados, AC desligado",0
152,VP-35-44,41.5608 -8.3968,2020-11-21 12:52:25,8.7,14.0,"Não existência de fumo, vidros fechados, AC desligado",0
151,VP-35-44,41.5608 -8.3968,2020-11-21 12:52:14,8.7,14.0,"Não existência de fumo, vidros fechados, AC desligado",0
150,VP-35-44,41.5608 -8.3968,2020-11-21 12:52:04,8.7,14.0,"Não existência de fumo, vidros fechados, AC desligado",0
149,VP-35-44,41.5608 -8.3968,2020-11-21 12:51:53,8.5,13.6,"Não existência de fumo, vidros fechados, AC desligado",0
148,VP-35-44,41.5608 -8.3968,2020-11-21 12:51:42,8.5,13.6,"Não existência de fumo, vidros fechados, AC desligado",0
147,VP-35-44,41.5608 -8.3968,2020-11-21 12:51:30,8.5,13.6,"Não existência de fumo, vidros fechados, AC desligado",0
146,VP-35-44,41.5608 -8.3968,2020-11-21 12:51:19,8.5,13.6,"Não existência de fumo, vidros fechados, AC desligado",0
145,VP-35-44,41.5608 -8.3968,2020-11-21 12:51:08,8.5,13.6,"Não existência de fumo, vidros fechados, AC desligado",0
144,VP-35-44,41.5608 -8.3968,2020-11-21 12:50:57,8.5,13.6,"Não existência de fumo, vidros fechados, AC desligado",0
143,VP-35-44,41.5608 -8.3968,2020-11-21 12:50:47,8.8,13.8,"Não existência de fumo, vidros fechados, AC desligado",0
142,VP-35-44,41.5608 -8.3968,2020-11-21 12:50:36,8.8,13.8,"Não existência de fumo, vidros fechados, AC desligado",0
141,VP-35-44,41.5608 -8.3968,2020-11-21 12:50:24,8.8,13.8,"Não existência de fumo, vidros fechados, AC desligado",0
140,VP-35-44,41.5608 -8.3968,2020-11-21 12:50:13,8.8,13.8,"Não existência de fumo, vidros fechados, AC desligado",0
139,VP-35-44,41.5608 -8.3968,2020-11-21 12:50:02,8.8,13.8,"Não existência de fumo, vidros fechados, AC desligado",0
138,VP-35-44,41.5608 -8.3968,2020-11-21 12:49:51,8.1,13.9,"Não existência de fumo, vidros fechados, AC desligado",0
137,VP-35-44,41.5608 -8.3968,2020-11-21 12:49:41,8.1,13.9,"Não existência de fumo, vidros fechados, AC desligado",0
136,VP-35-44,41.5608 -8.3968,2020-11-21 12:49:30,8.1,13.9,"Não existência de fumo, vidros fechados, AC desligado",0
135,VP-35-44,41.5608 -8.3968,2020-11-21 12:49:19,8.1,13.9,"Não existência de fumo, vidros fechados, AC desligado",0
122,VP-35-44,41.5608 -8.3968,2020-11-21 12:41:57,9.9,15.4,"Não existência de fumo, vidros abertos, AC desligado",0
121,VP-35-44,41.5608 -8.3968,2020-11-21 12:41:46,9.7,17.1,"Não existência de fumo, vidros abertos, AC desligado",0
120,VP-35-44,41.5608 -8.3968,2020-11-21 12:41:36,9.7,17.1,"Não existência de fumo, vidros abertos, AC desligado",0
119,VP-35-44,41.5608 -8.3968,2020-11-21 12:41:25,9.7,17.1,"Não existência de fumo, vidros abertos, AC desligado",0
118,VP-35-44,41.5608 -8.3968,2020-11-21 12:41:14,9.7,17.1,"Não existência de fumo, vidros abertos, AC desligado",0
117,VP-35-44,41.5608 -8.3968,2020-11-21 12:41:04,9.7,17.1,"Não existência de fumo, vidros abertos, AC desligado",0
116,VP-35-44,41.5608 -8.3968,2020-11-21 12:40:53,12.3,19.9,"Não existência de fumo, vidros abertos, AC desligado",0
115,VP-35-44,41.5608 -8.3968,2020-11-21 12:40:42,12.3,19.9,"Não existência de fumo, vidros abertos, AC desligado",0
114,VP-35-44,41.5608 -8.3968,2020-11-21 12:40:31,12.3,19.9,"Não existência de fumo, vidros abertos, AC desligado",0
113,VP-35-44,41.5608 -8.3968,2020-11-21 12:40:21,12.3,19.9,"Não existência de fumo, vidros abertos, AC desligado",0
112,VP-35-44,41.5608 -8.3968,2020-11-21 12:40:10,12.3,19.9,"Não existência de fumo, vidros abertos, AC desligado",0
111,VP-35-44,41.5608 -8.3968,2020-11-21 12:39:59,12.3,19.9,"Não existência de fumo, vidros abertos, AC desligado",0
110,VP-35-44,41.5608 -8.3968,2020-11-21 12:37:28,11.7,22.2,"Não existência de fumo, vidros abertos, AC desligado",0
109,VP-35-44,41.5608 -8.3968,2020-11-21 12:37:18,11.7,22.2,"Não existência de fumo, vidros abertos, AC desligado",0
108,VP-35-44,41.5608 -8.3968,2020-11-21 12:37:07,11.7,22.2,"Não existência de fumo, vidros abertos, AC desligado",0
107,VP-35-44,41.5608 -8.3968,2020-11-21 12:36:56,11.7,22.2,"Não existência de fumo, vidros abertos, AC desligado",0
106,VP-35-44,41.5608 -8.3968,2020-11-21 12:36:45,13.9,29.2,"Não existência de fumo, vidros abertos, AC desligado",0
105,VP-35-44,41.5608 -8.3968,2020-11-21 12:36:34,13.9,29.2,"Não existência de fumo, vidros abertos, AC desligado",0
104,VP-35-44,41.5608 -8.3968,2020-11-21 12:36:22,13.9,29.2,"Não existência de fumo, vidros abertos, AC desligado",0
103,VP-35-44,41.5608 -8.3968,2020-11-21 12:36:11,13.9,29.2,"Não existência de fumo, vidros abertos, AC desligado",0
102,VP-35-44,41.5608 -8.3968,2020-11-21 12:36:01,13.9,29.2,"Não existência de fumo, vidros abertos, AC desligado",0
101,VP-35-44,41.5608 -8.3968,2020-11-21 12:35:50,14.1,27.1,"Não existência de fumo, vidros abertos, AC desligado",0
100,VP-35-44,41.5608 -8.3968,2020-11-21 12:35:39,14.1,27.1,"Não existência de fumo, vidros abertos, AC desligado",0
99,VP-35-44,41.5608 -8.3968,2020-11-21 12:35:28,14.1,27.1,"Não existência de fumo, vidros abertos, AC desligado",0
98,VP-35-44,41.5608 -8.3968,2020-11-21 12:35:17,14.1,27.1,"Não existência de fumo, vidros abertos, AC desligado",0
97,VP-35-44,41.5608 -8.3968,2020-11-21 12:35:06,14.1,27.1,"Não existência de fumo, vidros abertos, AC desligado",0
96,VP-35-44,41.5608 -8.3968,2020-11-21 12:34:56,14.1,27.1,"Não existência de fumo, vidros abertos, AC desligado",0
95,VP-35-44,41.5608 -8.3968,2020-11-21 12:34:45,18.0,39.9,"Não existência de fumo, vidros abertos, AC desligado",0
94,VP-35-44,41.5608 -8.3968,2020-11-21 12:34:34,18.0,39.9,"Não existência de fumo, vidros abertos, AC desligado",0
93,VP-35-44,41.5608 -8.3968,2020-11-21 12:34:24,18.0,39.9,"Não existência de fumo, vidros abertos, AC desligado",0
92,VP-35-44,41.5608 -8.3968,2020-11-21 12:34:13,18.0,39.9,"Não existência de fumo, vidros abertos, AC desligado",0
91,VP-35-44,41.5608 -8.3968,2020-11-21 12:34:02,18.0,39.9,"Não existência de fumo, vidros abertos, AC desligado",0
90,VP-35-44,41.5608 -8.3968,2020-11-21 12:33:52,15.6,42.4,"Não existência de fumo, vidros abertos, AC desligado",0
89,VP-35-44,41.5608 -8.3968,2020-11-21 12:33:41,15.6,42.4,"Não existência de fumo, vidros abertos, AC desligado",0
88,VP-35-44,41.5608 -8.3968,2020-11-21 12:33:30,15.6,42.4,"Não existência de fumo, vidros abertos, AC desligado",0
87,VP-35-44,41.5608 -8.3968,2020-11-21 12:33:19,15.6,42.4,"Não existência de fumo, vidros abertos, AC desligado",0
86,VP-35-44,41.5608 -8.3968,2020-11-21 12:33:09,15.6,42.4,"Não existência de fumo, vidros abertos, AC desligado",0
85,VP-35-44,41.5608 -8.3968,2020-11-21 12:32:57,15.6,42.4,"Não existência de fumo, vidros abertos, AC desligado",0
84,VP-35-44,41.5608 -8.3968,2020-11-21 12:32:45,17.4,34.4,"Não existência de fumo, vidros abertos, AC desligado",0
83,VP-35-44,41.5608 -8.3968,2020-11-21 12:32:34,17.4,34.4,"Não existência de fumo, vidros abertos, AC desligado",0
82,VP-35-44,41.5608 -8.3968,2020-11-21 12:32:23,17.4,34.4,"Não existência de fumo, vidros abertos, AC desligado",0
