,sensors.pm25,sensors.pm10,sensors.temperature,sensors.gas,sensors.humidity,sensors.pressure,sensors.classification
0,2.3661862841426884,2.5433038393752088,0.56207729177131,-1.1557363922101438,0.27749002786095156,1.0104958110418925,1.743793659390529
1,1.182424894315016,0.6679207963189667,0.5624725539855814,-1.2201276761557718,0.3053319102023862,1.0115209850995848,1.743793659390529
2,1.182424894315016,0.6679207963189667,0.5625713695391485,-1.2685464139864822,0.29349206108205983,1.0121438701238237,1.743793659390529
3,1.182424894315016,0.6679207963189667,0.5619290684409589,-1.388747653180704,0.2970129573837497,1.0126897158120625,1.743793659390529
4,1.182424894315016,0.6679207963189667,0.5610397284588492,-1.4304641853867235,0.2845383335681649,1.012460406229152,1.743793659390529
5,1.182424894315016,0.6679207963189667,0.5586681551732249,-1.484144467819995,0.2944837089231341,1.0135433351711385,1.743793659390529
6,1.182424894315016,0.6679207963189667,0.5558519118965453,-1.5350060656447517,0.3405852567173445,1.0145604219271807,1.743793659390529
7,1.182424894315016,0.6679207963189667,0.5511581731020798,-1.5963907526746306,0.371245576280778,1.0155711638685494,1.743793659390529
8,1.182424894315016,0.6679207963189667,0.5444881232362606,-1.656146866375145,0.43882610908019415,1.0153661130719214,1.743793659390529
9,1.182424894315016,0.6679207963189667,0.5366816945044132,-1.7147755062322538,0.4336592449606912,1.0157203435957258,1.743793659390529
10,1.182424894315016,0.6679207963189667,0.5299622368618099,-1.7717129353242536,0.4184115964508965,1.0159854410724969,1.743793659390529
11,1.182424894315016,0.6679207963189667,0.5237368569870451,-1.8359163069626472,0.4163111187234333,1.0160411477354845,1.743793659390529
12,1.6461122510116755,1.4630667458191018,0.518302001540822,-1.9037526498742376,0.40948352211242667,1.016485230972042,1.743793659390529
13,1.6461122510116755,1.4630667458191018,0.5133118160856542,-1.9585604061509152,0.4665217042898324,1.0166041088499582,1.743793659390529
14,1.6461122510116755,1.4630667458191018,0.5087663006215399,-2.0304055449501712,0.5177672326679187,1.0163001128256373,1.743793659390529
15,1.6461122510116755,1.4630667458191018,0.5031832218449657,-2.1326924775213874,0.5043019102796016,1.016298407342221,1.743793659390529
16,1.6461122510116755,1.4630667458191018,0.4986871141576355,-2.195580463009141,0.4281716923911292,1.0157192753876667,1.743793659390529
17,1.6461122510116755,1.4630667458191018,0.494932123122063,-2.2550233895309315,0.4566321320638887,1.0151195962095045,1.743793659390529
18,1.6461122510116755,1.4630667458191018,0.49201706429181624,-2.3179740124544295,0.4218744836185639,1.0152197575610604,1.743793659390529
19,1.6461122510116755,1.4630667458191018,0.48959608322940795,-2.3885037651030454,0.4128131641445865,1.0148176566107072,1.743793659390529
20,1.6461122510116755,1.4630667458191018,0.4878174032651893,-2.469368694649549,0.41153250607198316,1.013870144586762,1.743793659390529
21,1.6461122510116755,1.4630667458191018,0.48663161662237714,-2.5256797493841012,0.43949768782537035,1.014508732600399,1.743793659390529
22,1.6461122510116755,1.4630667458191018,0.4850505677652937,-2.580299593353544,0.5123675653954786,1.0149041746769978,1.743793659390529
23,2.651060369069748,3.338449788875344,-0.30725254074046776,-1.530245620528149,1.387192602460491,0.9723258233981137,1.743793659390529
24,2.651060369069748,3.338449788875344,-0.29297369324993633,-1.5254225379758013,1.3623383670446478,0.9722458423776468,1.743793659390529
25,2.651060369069748,3.338449788875344,-0.2770643891255374,-1.5975182265180363,1.3588388088315864,0.9720857751258551,1.743793659390529
26,2.651060369069748,3.338449788875344,-0.2584376572780269,-1.6502589474151363,1.365489802337948,0.9718571933848212,1.743793659390529
27,2.651060369069748,3.338449788875344,-0.2396627021001653,-1.6904095437275366,1.3608982620185501,0.9724600674239348,1.743793659390529
28,2.651060369069748,3.338449788875344,-0.21812091142240897,-1.7235447472365222,1.309642999761096,0.9724282763135228,1.743793659390529
29,2.1851816732582647,2.258441316926339,-0.19391110079832424,-1.7757217312119191,1.2791944039685386,0.9728920504917254,1.743793659390529
30,2.1851816732582647,2.258441316926339,-0.16461228916550277,-1.7764733804408563,1.2124235688730347,0.9730891445824689,1.743793659390529
31,2.1851816732582647,2.258441316926339,-0.1272600099169147,-1.842869062330317,1.175393264329523,0.9734291962760517,1.743793659390529
32,2.1851816732582647,2.258441316926339,-0.09242752728430295,-1.8908493381108142,1.1636558347609796,0.9736140118465417,1.743793659390529
