,sensors.pm25,sensors.pm10,sensors.temperature,sensors.gas,sensors.humidity,sensors.pressure,sensors.classification
64,442.4,555.1,20.0614453125,21424,62.47060921091918,1010.9930091616015,1
65,442.4,555.1,20.0950390625,21826,62.197189311121775,1011.0035677086397,1
66,442.4,555.1,20.1247265625,22817,62.24785282962009,1011.0145796975136,1
67,442.4,555.1,20.154609375,21783,62.44437379796068,1011.0207369336032,1
68,442.4,555.1,20.1872265625,21037,62.71451485731299,1011.0262249729944,1
69,442.4,555.1,20.2137890625,20359,62.43972285409024,1011.0217264257905,1
70,442.4,555.1,20.246015625,20027,62.14624513955021,1011.0231126727252,1
71,471.2,951.4,20.280390625,20045,62.078409175510174,1011.0211364606714,1
72,471.2,951.4,20.3227734375,19601,62.19049698561334,1011.0358059125847,1
73,471.2,951.4,20.36515625,20210,61.978194901876485,1011.0366677543408,1
74,471.2,951.4,20.401484375,18705,62.66614051743736,1011.043069009296,1
75,471.2,951.4,20.43078125,17327,62.969415967254676,1011.0482275563983,1
76,471.2,951.4,20.4458203125,16475,63.01817334200994,1011.0419596906484,1
77,471.2,951.4,20.46125,15804,62.72136310774742,1011.0484125336689,1
78,471.2,951.4,20.474140625,14613,62.8627672987712,1011.0455031358168,1
79,471.2,951.4,20.48546875,13036,63.50344806743497,1011.0469196007507,1
80,471.2,951.4,20.4911328125,10689,63.637665810141655,1011.0493531689103,1
81,471.2,951.4,20.485859375,9170,64.29838771217038,1011.0441124068103,1
83,316.4,698.8,17.5815625,37290,67.12806483880499,1011.0800237873793,1
